st1,st2,st3,lon,lat,area
940070,141203,02P208,135.721239448707,33.4810209367293,3253814.123710863
141203,960653,031122,135.10020333519603,33.434768327786095,
141203,031122,051140,135.295141872726,29.058918998481897,
02P208,141203,051140,135.826781366793,29.128852998049197,
950340,021004,950368,135.300490657794,34.3262510755956,108123449.70130664
950340,960650,950337,135.444404801607,34.411759026612,157757507.62347278
960650,950340,950368,135.403282147617,34.3213775836602,128997557.41421507
021004,950340,950356,135.238605593586,34.4698533006036,284553305.0249147
950361,950360,950362,134.812415833491,34.3890329851101,108831390.35656565
950358,950352,950354,134.917081592535,34.7503966287984,112744187.1406094
950360,950358,950354,134.87166544127098,34.64654131136879,185191704.67209917
950423,950424,031122,134.347612711785,33.5332170219321,
950431,950428,021046,133.498800424836,33.9902359698,144787450.24579903
950424,950441,031122,134.26355321857497,33.467447551870194,74650012.97104508
960675,950441,950424,134.30466745673996,33.6418991746299,113276597.65744033
950305,950307,950306,137.14125346977,34.680788329657794,187791672.57203573
020997,950305,950306,137.231478676347,34.739674667101795,155940970.19815266
950305,020997,950303,137.238844912983,34.8300274542528,147515722.27962202
061148,940065,950304,136.801985393304,34.589455554182095,226212461.05632177
061149,061148,960636,136.669603976103,34.4025772962102,87950784.97358176
940065,020998,950304,136.872062838192,34.6727972745099,135814669.2734678
020998,940065,031104,136.910094447984,34.579659413227496,147813901.82610065
950307,020998,031104,136.982400103362,34.627604849871,100499351.39176796
950305,020998,950307,137.02814538504302,34.7112488366358,156036950.55245137
960633,950294,021101,136.583493048057,35.1243467580456,143078079.8712679
950291,950294,031128,136.610319731787,35.3313827970378,137114767.52341595
950300,020994,960629,137.179431101625,35.222607444660895,146448281.49689683
940055,950255,02P112,136.223305593738,36.289771406592,44816436.87162765
940055,02P112,020975,136.10998524024,36.194873282353505,29095465.206478514
960648,950347,950345,134.823555326097,35.075896245248096,182829173.52438915
950347,960649,950345,134.881486959021,35.0003857627182,145947971.37433007
960649,950347,950354,134.833555249338,34.8991218464559,162980963.8329882
940057,950327,960640,135.133370174847,35.65887851519069,161814013.00800768
021002,940057,950329,135.232517119161,35.3883606623481,215133523.09594285
950327,940057,960641,135.26061832542598,35.59126405931249,165576555.52830118
940057,021002,960641,135.31644079928697,35.4516469824165,162200675.03932172
05S051,950125,960531,144.84857882682,43.01997547054349,76347281.20899796
950125,05S051,020878,144.93243062413498,43.0985072032515,148117762.44394487
950116,950125,020878,144.848205754131,43.223835230195405,252043112.3077346
960512,020878,940009,145.10525363343902,43.1691410101644,202750849.1715017
960512,950118,020878,145.100367498768,43.2732798312408,204587699.28822654
960519,960512,940009,145.288491351168,43.1614668646557,212693600.7855748
020884,950120,950126,140.621725281114,43.1396870245242,321176821.9643474
020884,950130,950129,140.75191762391097,42.91010800338899,303671846.2305563
020884,950129,940013,140.89436895402,43.0351408315224,254350901.51849094
950137,950130,960525,140.71820313569697,42.66252771156089,137286511.07198676
950130,950137,950129,140.756772168408,42.764687352908396,254627896.11266172
061150,950137,960525,140.81661900645898,42.5809407960684,55045861.47065785
950129,950137,950135,140.913902073846,42.7197446432955,234511019.05572078
950137,061150,950135,140.919052802055,42.6197691395124,107570412.5039281
950131,950127,950126,140.41139660941798,42.93854256764819,141289424.91620594
950127,950131,950130,140.44617529453498,42.853847556329704,311478365.57872903
950127,020884,950126,140.60401565892,43.0372532769234,106298075.14148973
020884,950127,950130,140.638794344037,42.9525582656049,247021432.31447765
020890,950133,950141,142.23642631486197,42.5833335004407,298286935.11403304
950133,970790,950141,142.13266206899098,42.7098241784412,
970790,950133,940012,142.24656705401998,42.876219546573594,342066661.14288145
950133,020885,940012,142.39577091880798,42.8618416168437,193092368.81557435
020885,950133,020890,142.393755063747,42.7197714072855,260284003.17542094
970790,950132,950141,141.98873534310297,42.7105582843566,
950132,950136,950141,141.82797154775702,42.617820116100894,361569646.28837776
950132,970790,940014,141.878895884814,42.8778660782373,377520459.91805327
950136,960523,950139,141.44279977545298,42.6552395211195,223030000.934587
950139,960523,950135,141.267049278927,42.6593544065898,316075078.80868876
950246,950240,020962,138.737944531362,37.168578432100496,263286236.9477596
950265,950247,950267,138.280280519007,36.773745038055296,220187445.33250213
950247,950265,960569,138.27865429831198,36.9042405591981,238828686.85477018
950265,020964,960569,138.364874732073,36.9847926001884,318519317.272415
020955,020954,940045,138.8961193323,36.411610615452595,262191587.73449963
960753,960754,960755,139.25857749619198,35.8926059417772,146566039.85019577
960753,93011,93005,139.345665869817,36.0131287952865,144025000.1812748
960753,960755,93011,139.35259773322798,35.906423132253295,160224734.36661226
960592,020955,940045,138.969028337337,36.2927203773321,155143227.67361122
020979,960613,950272,138.482226715701,35.999639855982,151048639.84595358
960613,020957,950272,138.568475159994,36.0980745305301,231692244.39609802
960506,960510,020858,142.679724837243,43.92702909610949,314147445.48259914
020857,960506,020858,142.512368417892,44.05836935976959,188822123.22609615
020885,020880,940012,142.486171197876,43.00776362684999,176138820.31575468
020862,020857,950110,142.248818112225,44.0161119575991,190294020.7795401
020862,960506,020857,142.390812038079,43.983324230699694,406387967.6297287
020865,950110,960509,142.038411365004,43.82004250750499,326515084.39710605
020865,020862,950110,142.159297318533,43.8695212448031,116680486.74869856
03S047,960532,940015,143.21258583248098,42.244500780768,265084556.91963878
940019,960532,03S047,143.154434274885,42.1392649440708,281594401.8129279
05S053,960532,940010,143.78221109759102,42.5854565734455,
940010,960532,960531,144.141176717439,42.68620439532239,
960532,05S051,960531,144.339520517742,42.709336912172695,
05S051,960532,950167,143.418329349405,41.5346448731247,
960532,940019,950167,142.79489351922302,41.1924086974983,
07S064,940019,07S063,142.27350075371402,40.764192588725095,
950144,940019,03S047,143.02767816843,42.1410474881319,227517272.27263328
950158,950144,950142,142.391087903823,41.5904583138891,
950144,950158,07S063,142.12758624995698,40.9419891862872,
940019,950144,07S063,142.60866706706398,41.4754901368566,
960507,970784,960505,144.29055791449198,43.8421641131232,364683009.0516746
960507,02P202,950108,144.129192975933,43.96605680794799,251995246.98148617
02P202,960507,960505,144.21702649503598,43.94103147739799,29740419.804985676
950125,960515,960531,144.705471042363,43.111413963113094,223021118.73973203
960515,950125,950116,144.723862316385,43.253438750213995,311104656.27698004
950122,960515,940005,144.442786973397,43.3449332618478,296469301.5031895
960515,020870,940005,144.574111399641,43.4492537670873,269104058.01182157
960515,950116,020870,144.682539909039,43.4161997398206,134496098.8689498
020863,020866,950111,143.282830420653,43.8605016498528,233938649.49914727
960504,020863,950111,143.18141885949,44.0210252442213,275518469.20528543
960510,020863,960504,143.03787281553,43.9429643314266,431005874.2894885
020867,091177,960510,142.867059701883,43.5795559902285,238205440.44536728
960506,020867,960510,142.74410622846,43.7711975661543,247794443.10141727
020867,960506,940007,142.603940096475,43.710618281688596,421527842.7573491
950121,020874,131199,143.335096983474,43.2915725354541,189384930.634755
020874,950121,020866,143.362514864745,43.451076193493094,648695943.3713628
091177,020874,960510,142.997926137264,43.4860865611062,
020874,020863,960510,143.07461264117998,43.667834648479804,
020863,020874,020866,143.233951515699,43.6474732931523,
960532,950138,940015,143.354943865254,42.3287094463926,100183651.20862988
950138,960532,05S053,143.45864637396602,42.448265203287896,
960521,940011,131199,143.295208989339,43.0621100406651,330747003.57339704
950121,940011,020883,143.525431674768,43.1430159532647,118946449.73792434
940011,950121,131199,143.425815074091,43.1789686566348,283426374.5011835
960674,111189,121192,133.84855957209,33.92621243879339,138766465.93127924
960766,950394,940077,133.614335666823,34.6424142437835,293299851.840211
950417,960674,121192,133.94057661613198,33.9866347869543,147373629.82068852
950342,960648,950345,134.840620832709,35.1859562448141,172161163.32719544
950342,970823,960648,134.712507498657,35.2501360958538,169394218.74063033
950328,021001,960640,135.00449397375598,35.549872660533,170858665.03262606
021001,940057,960640,135.10484987049597,35.5479469794537,229816697.16721386
940057,021001,950329,135.148174340949,35.4170462035071,143544585.9635339
021026,041135,021015,133.61179595081998,35.423221533579,215065932.39077732
041135,021016,950382,133.589709176385,35.752721309639405,
021015,041135,950382,133.464850653486,35.757298965828,
950381,960662,950379,133.367956893831,35.1643076315586,193168247.86454415
960660,960662,950394,133.506101824623,34.9874066320944,336302881.7454401
960660,021026,950379,133.547920082379,35.2625247658629,175142470.56295502
960662,960660,950379,133.453101211881,35.166003169987796,260578539.28511453
940077,021032,960767,133.37246025345,34.533692511044094,170936592.631996
021015,111187,950379,133.41103896519297,35.425593098065505,106662567.28599072
960656,111187,021015,133.310654531307,35.4982521804306,174130162.76037607
111187,950381,950379,133.34884388199,35.3114839761189,150268866.32702604
940074,960656,021018,133.02620951532,35.4928900197003,112372675.54758152
940074,021018,021020,132.94781908181398,35.4082953573459,131060858.96823665
950385,940074,021020,132.972293654112,35.3095395085851,147853426.43883625
940078,021035,061151,132.625978785729,34.3356091220307,149860269.34854728
021024,071164,950399,132.20531651283,34.6899570066984,131390356.78455967
071164,960658,960665,132.145793382405,34.50216318895829,264884955.10145858
071164,021024,960658,132.117399842043,34.6380169355583,266590593.26846546
071157,071164,960665,132.254536493673,34.4441639817924,141773798.97386363
021036,960666,960672,132.43526031948298,34.07662089244379,232275840.41331974
940078,021036,021035,132.58641829884,34.1946537786414,196453142.75928307
021036,940078,960666,132.507621092682,34.2200798604456,148265358.48006445
960680,021036,960672,132.44582885585697,33.8602000640244,
950434,021036,960680,132.554362284762,33.7977609038982,
021031,950401,960663,132.942446535789,34.7024383894353,191608856.2366218
960667,960768,021035,132.785576371041,34.2397688230191,131093542.75807232
950433,021048,950435,132.86939632820702,33.6661172055846,153538852.24331185
021048,950434,950436,132.712030976316,33.6006707912139,158730043.5588345
021048,041134,950435,132.873064011402,33.530975393117394,134746767.8446001
041134,021048,950436,132.79158241704297,33.49015962676889,261903836.663737
041137,950474,021081,131.35741074522,32.9922867130395,112153726.9363284
021082,950475,021081,131.53971130667398,32.9093678594208,121083378.0207165
950475,041137,021081,131.457986503305,32.984897484369604,162714135.2200322
021038,960769,960665,132.14229368240998,34.2137738674413,165244394.90460864
960769,071157,960665,132.237979942827,34.316092648873195,136034756.33486903
960666,960769,960672,132.33110660922898,34.117266408152396,389515359.8112455
071157,960769,960666,132.32493528975598,34.27962152701679,205638329.58216226
021040,940086,960672,132.23993378742298,33.7382454200418,514103495.53331774
940086,021040,970828,132.135863352174,33.5576084065497,
960659,950410,960658,131.930526771219,34.4198455995405,196942446.83896968
960658,950410,960665,132.040629119883,34.3967232013449,350036625.57629824
950410,021038,960665,132.053685970734,34.2364052127471,264860111.76874077
950410,960659,021037,131.837792308926,34.294594740879,230194002.08746612
950387,021021,950386,132.619017308613,35.1427537478292,186534260.78836498
950387,021023,960663,132.73914020845498,34.892550889284,145780393.2913178
021030,950387,960663,132.81144449397001,34.9520336844096,201682550.41616523
021021,950387,021020,132.750794866206,35.184006683789704,271530871.39038837
950387,021030,021020,132.828482016714,35.1180578016708,252404757.86592877
960657,950400,021023,132.54765394566297,34.8059251633896,232075639.89382282
021022,960657,950386,132.43682756607598,35.033333766255,141753356.6595325
950399,960657,021022,132.36017283564897,34.880330552773195,187564800.2900718
960657,950387,950386,132.548462988084,35.029291424529596,358688172.92776686
950387,960657,021023,132.60773638681798,34.9195663404687,194827172.349447
041132,950433,950435,132.95095627806302,33.633821030191804,121453572.25160003
041134,041132,950435,132.954623961258,33.49867921772459,99160722.11456333
041132,041134,031123,132.966670153185,33.4129905124521,90103844.75902009
950443,950445,031119,133.35853091318998,33.4705968445761,95850121.89635164
031119,950445,940083,133.45763783483997,33.4908444052842,106652142.35004517
02P120,950443,960683,133.237637230434,33.372933070930195,9200669.423650788
940084,02P120,960683,133.22459800448698,33.3077723286561,4645273.84774887
02P120,950445,950443,133.29580263331198,33.3998617524594,96663985.43785004
950445,02P120,940084,133.28276340736497,33.3347010101853,49201517.87776871
031125,950448,021058,132.924328014489,32.937300537206994,103234838.03178069
031125,031126,940085,132.90645342546,32.79249455225369,92580877.00476144
031126,031125,021058,132.861475970322,32.86093079161199,165509666.92291617
960684,940084,960683,133.18631346998998,33.2684204212404,35552827.42547057
031124,051142,021058,132.76317777112502,32.979661644006,81574913.41853549
031124,051141,950447,132.845533434735,33.108581479399795,87266179.24883133
051141,031124,021058,132.85845605901,33.03839641794119,73714398.4428875
021050,031124,950447,132.73619561627697,33.10597331657549,103316232.63647008
051142,031124,021050,132.697243705191,33.0246634380432,156509678.72341117
950437,041133,021059,132.522090662247,32.9107022059728,87758689.2797558
051142,950437,021059,132.584434447245,32.873448031096196,134408256.77526715
950437,051142,021050,132.610500540375,32.992594593914994,91622703.89876013
950437,960681,041133,132.51819807487797,33.057012935769905,73799426.45517972
960681,950437,021050,132.56648232930297,33.0758853720042,91821817.39351775
021049,081165,021050,132.644841792573,33.23343397790129,160651495.74055067
081165,960681,021050,132.57820467695097,33.190948977826196,83621809.8865025
081165,021049,950436,132.664763426877,33.3503145840051,106292279.6741814
081165,950436,031117,132.605108326317,33.418740811698,122958124.99189864
970829,081165,031117,132.532427271816,33.3979457774094,113791360.88171557
960681,081165,970829,132.52544525675398,33.2870345496414,103300877.93086402
950481,021087,950482,131.01257773197,31.8578662164345,93691266.96330588
021087,950481,960714,130.96062238802398,31.960323935304597,141430956.52194962
021087,950489,950482,130.93175190536098,31.741986668214896,162882593.98691255
940094,021084,02P122,131.615156831367,32.393526530379305,29445912.51410998
950476,940094,02P122,131.673087944343,32.5227750279036,61177626.576089
940094,960711,021084,131.56885318552798,32.436331026168304,97128950.19831958
950477,960711,021081,131.420130489285,32.710321104087,301884822.9146722
960711,021082,021081,131.52065753890798,32.766112404732304,311445696.8176514
960711,950476,021082,131.62575174510297,32.7011590827141,271969420.8382431
960711,940094,950476,131.626784298504,32.5655795236926,209226099.95843798
950480,960713,021088,131.47749701539198,32.005303106271,35670841.37253913
960713,940095,021088,131.462108431071,31.9557490551717,20273294.069168575
950481,950479,021076,131.07028925357397,32.164549240731596,317978026.39562
950489,960722,942004,130.79160361492498,31.509793590511496,165444804.1981532
950492,950493,960726,130.822193862261,30.4340437772514,181152507.6736245
950491,950493,950492,130.762142198028,30.6698629909716,
950493,960728,960726,130.685650171329,30.3358822600515,197357412.64720112
950493,950491,960727,130.582213422705,30.624830629658096,
960728,950493,960727,130.52604848976,30.334908940726496,172042083.7765001
021067,960689,960690,129.81803971438498,33.1751938881594,186530021.24572548
960689,940091,960690,129.81382025970598,33.30940900163909,329321778.5250367
960689,021067,960772,129.91791687566996,33.0683602122621,131598950.4352799
960771,950450,950454,130.308321411312,33.3824878590225,243741776.82822093
970831,960771,950454,130.379704705602,33.2362395053205,233848846.51791704
960771,950451,021062,130.408086447144,33.5066270575278,251195125.78550026
950450,960771,021062,130.317716108415,33.5185471080702,191838248.96809408
021066,950455,950454,130.140354789654,33.2184538637292,171739837.4802957
950455,950461,950454,130.19838675920997,33.078029085278104,367580209.10648495
950455,960689,960772,129.99498174507897,33.076722228310196,174712296.69571647
960689,950455,021066,130.030822360659,33.19218283709459,155733874.15619668
950467,960774,02P210,129.96656481372298,32.525377381975495,333363773.6921842
021091,950488,960777,130.23829834765198,31.5246870436839,298827814.18445575
940096,970834,960717,130.23045977825402,32.0997065379837,168742944.5299401
970834,950485,950468,130.475388606255,32.1484818079689,280439060.3659616
970834,960718,950485,130.452999288744,32.01838899088499,218534293.78590244
960721,940097,021092,130.535081156403,31.474593979157998,132887933.88944213
960722,960721,021092,130.61272378803,31.472055264388196,85780562.29497167
021093,940099,942004,130.931312982591,31.3057317300717,211535490.49231723
960722,021093,942004,130.801949120271,31.3849300934433,176591136.90335795
021093,950491,960724,130.85983523774698,31.0309883161608,
940099,021093,960724,130.98131464525798,31.081759469537698,
021069,970831,950464,130.53177429712198,33.027025010529,117085722.15712345
021069,960700,960688,130.67744521190698,33.1295698060239,195580227.73407555
950465,021069,950464,130.631698553697,32.9419486210188,177712358.3538902
960700,021069,950465,130.69865697718498,32.9678773745508,107043678.79727542
960694,970831,950461,130.34439395036398,32.917058832246596,154010902.05464232
960694,960696,950464,130.39894633458,32.813079070262695,89315323.21645732
970831,960694,950464,130.436515447293,32.9379931416063,240362371.84644428
960700,021070,960710,130.832588216055,33.0626259197487,128610273.69703305
960701,021070,950465,130.864804504104,32.8996357430631,168720405.26645234
021070,960700,950465,130.782279114135,32.946479035932,107490643.20193717
970837,960776,960719,130.56058998193203,31.704581711418,177785591.62294167
960776,960721,960719,130.573176079863,31.613977647063898,72854006.17071277
960721,960776,940097,130.511369267829,31.573872195010196,153435140.43478703
940097,960776,021091,130.412279174496,31.539885721330798,113429951.42765202
960776,960718,970836,130.425994499493,31.7901402677067,56528886.969708346
960776,970837,960718,130.489852413063,31.7994861840216,182979895.6454131
950488,960776,970836,130.37216297318398,31.7263262954088,107893404.83954176
960776,950488,021091,130.349516891352,31.611081673690197,254908213.36061153
960720,960722,950489,130.73493029282398,31.5652987121109,62992604.93066678
960721,960720,960719,130.65286414692596,31.586227008071997,23892075.38282657
960720,960721,960722,130.668699966519,31.543582841248497,33950741.78843075
970837,950486,950485,130.63929703044,31.9091715113919,196394779.96322742
950486,021087,960714,130.854334611198,31.923820586337897,206683848.29867747
021087,950486,950489,130.844480313393,31.7803872474396,280484737.9061975
950485,950486,950469,130.706966489484,32.0473619556321,370081797.8650348
950486,960714,950469,130.796230175556,32.0441011734096,169471375.92671308
970828,950473,021080,131.947873669689,33.1779353836491,548593346.8986846
960707,970833,021078,131.193417832818,33.2572963374267,175791732.40562838
950474,970833,960703,131.18231769627602,33.025870695638694,142690649.84769428
021039,021061,960686,131.02046224677298,33.858259143135896,159154721.78722242
940079,021061,021039,130.986164830191,33.957966657387296,139436796.87604424
021061,960687,960686,130.924088578437,33.7315850764761,181350795.74394113
960685,940079,021060,130.782122529795,33.8872056335307,189815278.7299376
960685,021060,940087,130.636517198451,33.7986024843984,260295792.45375484
960685,021061,940079,130.865014369782,33.86630409122729,183258698.47392234
021061,960685,960687,130.835104384413,33.7476182999934,165959894.52861607
950474,960704,950477,131.235492968217,32.84300261094269,294537388.88927346
960704,950466,950477,131.173238544282,32.7535521978786,133431400.09962095
960704,950474,960703,131.157437247903,32.931599670683994,117254289.61448707
960701,960704,960703,131.060825310063,32.8855103377449,69368340.37254451
950466,960704,960701,131.062784804094,32.815516647813894,78041293.23083222
93020,93015,93010,140.36100737217896,35.8268124244536,78790805.59565161
93015,93020,93024,140.376121600605,35.7174715809648,92038898.5296174
93015,93024,93021,140.48666952470697,35.737419298326905,188287351.74662152
02P107,93044,950227,140.08719581607298,35.077836993153895,84485515.83051606
950226,02P107,95113,140.12985626293502,34.494075560801996,
960601,02P107,950227,139.931738640012,34.6686325186938,
02P107,960601,95113,139.87252887158098,34.041081603394794,
93037,93025,93030,140.114221369914,35.438144340149094,124395682.44812095
93037,960756,93025,140.180157352323,35.38501625915519,117955313.92954339
02P107,93037,93044,140.14449173257498,35.1879417149139,184412806.61468533
93037,02P107,960756,140.20111757609098,35.2467765695067,82025022.70117497
960601,93060,960600,139.532315646306,34.002938767393196,55609535.18033153
93060,960601,960599,139.559965960998,34.0089323069793,24776676.24640967
93060,93059,960600,139.49598498640202,34.0819124272374,17984041.307711262
93059,93060,960599,139.523635301094,34.0879059668235,12312288.183181033
970821,041136,071160,137.66657710215298,34.7053527723012,28596531.93236637
04S048,970821,071160,137.71117970144698,34.71812490995969,33908125.95200393
93078,93073,93074,138.342136282812,35.1944464777059,146498543.26707363
93089,02S043,970819,137.95149957038998,34.870720869170995,22578919.38233337
93052,02S043,93089,137.97506942983497,34.8320240519064,39146868.60140103
031102,950275,950277,138.03598863397198,35.3949098640291,311309238.3269666
93073,031102,93074,138.281171756541,35.2673113264923,147938509.44629657
93038,960607,93070,138.89326705089,35.439809561610296,191757786.03847858
020960,93035,93034,139.351009228761,35.3374892416656,77432762.24362165
020960,93029,93035,139.303183641798,35.3894705783454,66493810.05364729
93028,020960,93034,139.419385103823,35.4096517936887,98726232.4525427
020960,93028,93029,139.37155951686,35.4616331303685,75141563.97115976
93029,93066,93035,139.249456501716,35.4018128926572,89349157.61246395
020984,950268,950267,138.216495514812,36.5213263604475,228310095.45946467
020847,960616,93084,137.73302571995998,35.190973276060795,239922686.4207065
960616,020847,950277,137.809696978734,35.2702491830106,204583014.94470373
950263,020979,950272,138.39335840342102,35.960254283266494,140631406.2226756
960612,950263,950272,138.31678901779202,36.0006603809193,263010160.84866777
031102,950263,950275,138.166350796452,35.57450349253679,
960612,950271,00R019,138.14956917478202,36.141535912623894,143076407.50797153
020984,950271,950268,138.206168747592,36.369112343371505,250840148.1526423
960577,071158,940054,136.71243106629902,36.8235202970316,83123025.1454854
960575,940053,950252,136.82871995291399,37.459458226212,
950327,960575,950252,136.256792464716,36.916171808287196,
960575,950327,02P112,136.00001427177,36.384251249662796,
950255,960575,02P112,136.40521652082597,36.5982642655542,
960575,950255,020973,136.53580856031599,36.692485551816596,
960575,020973,940054,136.62279922038002,36.78212850729119,
071158,960575,940054,136.700135425986,36.93659744085299,
020971,950253,950252,137.060718807375,37.5725021710203,
02P111,020971,950252,136.937489634858,37.5590706519732,289429021.6704693
020971,02P111,940053,136.927456188303,37.403046331632304,13866023.255245859
960574,940052,950253,137.284884335247,37.223595194874,
020971,960574,950253,137.13380317820702,37.3913451252033,152418190.50907758
960574,020971,960576,137.042485064265,37.2837322912296,182458640.92262685
020966,960574,960576,137.039982257904,37.1128326948984,170344670.05431375
020966,960576,071158,136.91804793922196,37.0107594019152,243018619.98744637
960577,020966,071158,136.837916499834,36.9088770571686,236711252.8628749
020973,960578,940054,136.58499382129799,36.5199297064602,131253057.85423304
950255,960578,020973,136.49800316123398,36.4302867509856,172225760.58404627
970804,93026,950228,139.594685941986,35.5452347700351,107424986.34190384
93028,970804,950228,139.52618866906502,35.531238292156196,122324966.44474521
970804,93032,93026,139.6023840321,35.469504734129394,82607238.26756364
970804,93028,93034,139.47133297851602,35.418911043671095,53973282.5914644
970804,93034,93067,139.536991145376,35.334147889167596,109630394.54873711
93032,970804,93067,139.599544926039,35.370745101747,113462028.79757406
93032,93036,93026,139.703572642227,35.433652785682796,122280768.5028194
93039,93036,93067,139.764000248862,35.2373113427907,140310426.11289275
93036,93032,93067,139.70073353616598,35.3348931533004,139810460.61502945
93020,93014,93025,140.201720842425,35.708175913624494,248367100.32437897
93014,950225,93025,140.11271092097402,35.6880959321568,205937069.25427487
93014,93018,950225,140.058780707868,35.768861898419104,88418373.01889841
93018,93014,93012,140.040326693454,35.8632142879032,107044446.95581236
93002,020947,960590,140.232410813121,36.4234673909898,287937441.38489294
020947,950213,960590,140.272127891016,36.552553592078695,148744603.79235616
950213,020947,960581,140.378215244553,36.6194833557663,219271661.62679723
020947,940042,960581,140.484342870729,36.582607116759,264624660.02260846
970806,950238,960571,138.99060390956402,37.7266755668055,86727215.55827077
970810,950238,970806,138.939398317302,37.6725720150351,141458132.29295552
02P110,950241,020964,138.41931531747002,37.2278603629812,183291354.21092317
950241,02P110,02P109,138.36061985427,37.463727524239495,
940046,950266,00R015,137.800981730346,36.58479414470099,140330442.67988986
950266,940046,99R004,137.881985302512,36.5517886029186,120122040.26571767
940046,950270,99R004,137.892144419832,36.4237693357923,89287354.50804444
960570,950243,950245,137.94218171560198,37.048572952182,116704758.27710952
950243,960570,950247,138.05044691799898,36.9886559324832,403453061.21981275
020967,960570,950245,137.759244551148,36.949767497048995,168374518.79912207
950266,960570,020967,137.75873984829,36.8368770045606,405163504.7361896
05S054,14P125,11S070,141.12690675791399,37.90735163072549,
020946,970800,020944,140.73521712412796,37.041012684951,176502130.41667536
970800,020946,950214,140.74785276377096,36.9134310393915,126123631.3541868
950211,020946,020944,140.64188953115396,37.0646262943539,178792728.12538046
020946,950211,960581,140.56909392477598,36.917952760840805,269706447.6861093
940041,091176,020944,140.79493530504598,37.1997763673283,183364113.07728308
970800,940041,020944,140.80600063840197,37.093704092283296,94241450.87124783
091176,940041,101181,140.88910952001598,37.2267283798575,196507849.2511747
101181,940041,93022,140.898696644541,36.690001699893294,
940041,950214,93022,140.81715806921397,36.53546804180459,
940041,970800,950214,140.81863627804498,36.966122446723794,34118878.81315571
950214,07S069,93022,140.756172505047,36.408106758873295,
940042,07S069,960581,140.595619695267,36.6601787861496,204021274.44008476
07S069,020946,960581,140.621723594616,36.7910635013691,241420588.96759996
020946,07S069,950214,140.707154840637,36.8101553893227,51458587.15042252
950211,950212,960581,140.476808104281,36.8944456014585,182148601.24468765
950205,091176,950201,140.72783546236798,37.403828275763395,164065194.19188073
091176,950205,020944,140.71480866184498,37.2780206727819,105468637.60537691
950205,950211,020944,140.63254640222698,37.1955620071398,133292016.66068926
020943,020940,010845,140.39911498103697,37.3353498366255,155529467.01655874
950205,020943,950211,140.54421191989198,37.204718392743,188744887.0667398
020943,950205,020940,140.511679340142,37.3232321958441,235979947.4658535
020903,950158,950156,141.555613449624,40.3931528460768,246167243.2816018
950158,020903,07S063,141.64413040037698,40.3220839393449,151385227.11341158
940024,960533,020894,141.237654372045,41.3864037707175,237428602.4142825
960538,950151,960542,140.54484441663598,40.8824643023709,261437220.43634918
950151,960534,960542,140.512027378668,41.04204991088069,212258535.39460003
940023,950149,960530,140.128579570617,41.61864466730519,410236631.5385091
940023,02P102,960527,139.644702473166,41.864366727641695,
02P102,940023,960530,139.853041733823,41.778549317574296,
950154,940023,960527,139.790997225561,41.364034461872095,
020898,940023,950154,139.97926167723298,40.920787398678,
091174,020898,950154,140.064035279025,40.623751738881296,264672397.74516702
020940,960560,010845,140.373094943301,37.472058559386,157821927.46116036
960560,960559,010845,140.28697676264701,37.5290801179932,211104506.35747147
970797,950178,950180,140.562998577705,38.0562157248273,219091905.5499962
960560,07S067,960559,140.28445441824002,37.6530919322382,94053050.2943842
07S065,02P205,960550,141.682251611208,38.8223776503057,
960547,020905,970795,141.58255133223298,39.8013719020896,380977469.4892411
020905,960547,950164,141.69962679684897,39.801424664146204,244745810.03623733
950164,960547,940028,141.79221666027,39.6685796969715,333925898.4527577
940028,960547,950167,141.84268538955902,39.538252687642505,142413133.503717
020907,960547,970795,141.503878236996,39.6908532130638,254585644.70908463
960547,020907,121191,141.531291085437,39.520354693620895,336352362.0794823
950163,020907,970795,141.33374977487702,39.77588597060429,287007296.8228645
020907,950163,950166,141.24026538091803,39.69174529551329,309899258.3475949
950163,950165,950166,141.086403468648,39.7123181000271,248151428.37721792
950165,071159,950166,141.04967661836702,39.5492570710941,290635356.19930595
950343,960647,950345,135.045336432435,35.141135288357994,152067339.0161393
960647,950343,950329,135.109145557551,35.2083124859664,139037199.79660702
021001,960647,950329,135.077731455942,35.31304868329919,112150568.23443156
960647,950342,950345,134.924216712285,35.210999358252295,170330933.3448396
950342,960647,950328,134.910784045686,35.365949495688895,291518649.8027018
960647,021001,950328,135.000489664227,35.4008216231274,187102013.89629328
020999,041139,960636,136.534124092113,34.3755084556983,109917803.19572265
950309,960633,021101,136.597843506201,35.019656230478695,147889212.34859037
950309,061148,950304,136.730450440848,34.73891230367909,454876924.4298626
950321,051143,021101,136.331347988418,35.0981353397829,409380791.44288397
031107,970824,950367,136.05329282338198,34.046950121151,200296226.33018422
940066,031107,03P214,136.157570141274,33.9707154983757,24352290.496283792
970824,031107,940066,136.131493902492,34.054446970057796,102609301.12925951
950348,950332,950331,135.40560118569,35.0692120390689,204791192.5301229
940067,950332,950348,135.450286370058,34.9606268263428,257032608.24138412
940067,950355,950336,135.45307031496898,34.7432436874974,108211035.06465913
950336,950355,950337,135.446526966036,34.6396910168001,114446267.20756596
950355,950340,950337,135.39508725718798,34.5492153019431,179686029.18537763
950340,950355,950356,135.29207953898998,34.6024360839993,333059307.78967947
950261,020978,950319,135.845247013377,35.4538663684557,141490275.07941502
020978,081170,950319,135.800973754479,35.344624052113204,209336138.62768325
