area
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
778438193.6764817
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35837855.88274688
""
219539385.64297694
426305979.6771509
""
344854864.00885
242632514.13382944
""
""
""
""
""
""
""
""
""
""
""
482055829.43904436
""
295934542.1884578
461303835.84851915
""
""
""
306869361.0522593
55084105.75725376
214423894.80898115
704529395.3335022
137570406.28637475
383043677.3001998
160661398.41514516
290141732.7100836
167388643.28735635
316812287.68049544
263611111.11097914
""
""
243508147.06937402
""
""
""
""
""
""
""
""
""
301182458.67093605
""
""
""
""
""
""
""
""
""
""
""
""
218760139.31227884
""
""
""
""
""
154548845.2047556
411601924.4575203
400816323.3460909
219772679.83029458
458929720.0964505
322412715.11813694
217490550.99853164
123217075.01252833
151355960.11603418
449455808.0361755
279580822.8640631
362282126.9439885
171252189.97483966
302116419.2290626
483308320.65542674
""
""
""
""
437197280.0756324
""
695581782.5203118
236441100.50817978
323772174.5505728
498736094.66753745
829768681.6650021
""
529273636.3095855
""
""
""
151604345.00413936
562726255.0941978
240976837.1364396
271992500.3791791
""
""
""
707439389.9882984
120079142.78885649
""
""
447562365.5573051
""
""
328619449.19848305
""
""
334540450.5732283
""
""
211669810.71427646
117753871.71458419
292682945.2241123
375057695.4258948
""
""
""
53276001.12010395
""
""
""
323523347.496598
""
208255533.67009428
""
""
""
""
""
""
""
124441684.29707101
""
147485207.86913124
""
""
""
""
""
""
26709611.740781125
79971333.33600011
114442513.23050216
199262943.34455395
113020622.94743173
40359596.91774787
72945273.80793169
128059055.22439475
119851807.45068038
130644578.90585768
210827767.59547442
220660721.0699063
106622656.78544965
255754536.64689296
168580617.79474333
184755519.27683088
116728929.69761942
81350053.78853172
65062962.28071125
""
""
130117842.09732339
75019502.93967922
226795258.1381146
148620469.20065337
137407884.88272324
""
""
71262838.65344547
162695389.7632973
143017988.84986034
355575552.61071604
432531771.3955147
385824252.6030487
491435809.8556904
""
169294121.11490527
12244207.004166152
""
117794371.6791972
261392071.82851812
192483117.04190195
334362840.51865745
341044852.26983
""
599605140.4907826
346535215.39863175
400858372.0419149
606455075.02712
293302878.2964798
418384855.3551477
11520001.994722286
16108672.617479824
131687899.66333872
96908790.89995794
175245522.31730962
178433058.49553952
256843827.16272345
154497201.0650697
""
76210397.0802317
123927060.70757991
8087865.527048434
16707415.54102088
84370028.6216627
8727269.039473815
103094195.77296525
11906218.724814542
50699132.801351115
178241030.9385501
101075208.2523821
78581127.27620517
240659194.74564233
""
""
""
""
""
""
""
510093597.27355283
200128689.38430306
""
""
""
160013595.62930745
164410198.20256573
192609716.5036636
211952081.67092258
224112435.82322663
161186442.6802147
209988774.78045666
250609804.21925995
159506608.9429263
134690217.69507656
""
""
307644017.6226746
200877587.24219042
328651845.21147615
137252412.51735812
243446909.1786201
237717223.3537011
648008857.4777153
121887651.78799663
127734764.87333918
262776227.89122987
""
41056046.18559886
36664292.824897446
""
""
49053076.89658116
51038615.84847955
""
""
121080369.31054455
92069329.08920449
111417603.40494993
""
157006279.30050457
""
123384260.29174878
269267471.80645466
255129655.6035727
