area
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
778438182.4923773
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35837828.363451526
""
219539430.870148
426305994.5059627
""
344854791.2372729
242632561.7917779
""
""
""
""
""
""
""
""
""
""
""
482055855.8207835
""
295934402.67556316
461303859.4474593
""
""
""
306869362.16664195
55084099.07089906
214423904.9968551
704529659.1073538
137570374.15447858
383043497.75901157
160661365.00992545
290141588.41073316
167388652.78502443
316812400.7846374
263611327.8691376
""
""
243508097.12058997
""
""
""
""
""
""
""
""
""
301182445.79726017
""
""
""
""
""
""
""
""
""
""
""
""
218760152.72944015
""
""
""
""
""
154548911.90415174
411602004.35615724
400816366.5080264
219772741.08768883
458929591.75868714
322412548.77000666
217490584.3538973
123217097.4859169
151356042.6206013
449455900.7855401
279580772.9982247
362282384.4725704
171252323.15639544
302116420.6577096
483308262.2346094
""
""
""
""
437197332.9282941
""
695581812.743361
236441100.87778008
323772291.3100435
498736191.0817436
829768555.708567
""
529273671.92858666
""
""
""
151604460.26229197
562726422.2225876
240976920.2965043
271992516.57298815
""
""
""
707439322.6104245
120079274.04458821
""
""
447562427.45683014
""
""
328619549.0081149
""
""
334540337.348047
""
""
211669879.20705736
117753960.33269083
292682881.8990942
375057667.81823736
""
""
""
53276028.829026386
""
""
""
323523324.79939646
""
208255531.64222795
""
""
""
""
""
""
""
124441843.79664135
""
147485224.08573952
""
""
""
""
""
""
26709633.320502136
79971279.63979605
114442531.77032246
199262934.25708145
113020654.16530156
40359526.86174549
72945218.11469702
128059119.87428595
119851870.32138243
130644592.29777612
210827791.38573426
220660745.6483637
106622687.54756218
255754482.32131553
168580674.56572473
184755516.63562527
116728881.53774919
81350058.49843428
65063014.23477074
""
""
130117888.25826576
75019509.10721718
226795249.69658947
148620539.08314642
137407800.11687484
""
""
71262822.82324333
162695427.01395398
143018025.98612872
355575528.97104615
432531742.74968743
385824279.162099
491435845.83393407
""
169294092.36349744
12244171.944022596
""
117794365.67250277
261392095.26916924
192483082.2499168
334362823.227045
341044854.36931854
""
599605273.0573587
346535151.7778
400858353.9854611
606455096.5939952
293302924.10217726
418384569.51018244
11520033.526057338
16108741.934560535
131687873.54866672
96908808.71151105
175245467.39689803
178433089.98626584
256843938.82258543
154497220.73966938
""
76210416.39481293
123927153.52174033
8087881.562115025
16707445.73818172
84370018.76788235
8727285.620015739
103094166.5419216
11906246.869926184
50699183.723839216
178240953.08642572
101075240.41574945
78581127.97188815
240659129.0795459
""
""
""
""
""
""
""
510093505.7510503
200128766.36045465
""
""
""
160013628.08380666
164410173.489384
192609778.74021596
211952193.16553366
224112618.82731417
161186469.88317806
209989081.3861708
250610115.43976635
159507023.37358618
134690485.87921223
""
""
307644147.5392836
200877631.75943628
328651937.2246934
137253140.9585
243447628.89845845
237717041.58820483
648008968.4803343
121887589.9670327
127734680.94499911
262776180.98164207
""
41056037.4870126
36664309.42667296
""
""
49053162.368503764
51038518.38988275
""
""
121080332.90337455
92069323.3336741
111417596.3782593
""
157006242.58492666
""
123384164.08527783
269266935.41103315
255129887.36926585
280706160.1194118
